school_uuid,class_of,url_source,downloaded_on
104,2014,http://www.nyls.edu/about_the_school/wp-content/uploads/sites/145/2015/04/EmploymentQuestionnaireSummary-2014-Grads.pdf,
104,2013,N/A,N/A
104,2012,N/A,N/A
104,2011,N/A,N/A
104,2010,N/A,N/A
105,2016,http://www.law.nyu.edu/sites/default/files/upload_documents/ABA%20Employment%20Summary-Class%20of%202016.pdf,
105,2015,http://www.law.nyu.edu/sites/default/files/NYULaw-ABA-Report-Employment-Summary-2015-Graduates.pdf,
105,2014,http://www.law.nyu.edu/sites/default/files/NYULawABAReportEmploymentSummary2014Graduates.pdf,
105,2013,N/A,N/A
105,2012,N/A,N/A
105,2011,N/A,N/A
105,2010,N/A,N/A
106,2016,http://www.stjohns.edu/sites/default/files/st._johns_2016_aba_final_summary.pdf,
106,2015,http://www.stjohns.edu/sites/default/files/st._johns_class_of_2015_employment_aba.pdf,
106,2014,http://www.stjohns.edu/sites/default/files/law/sju_law_class_of_2014_aba_final_employment_summary_-_post_update.pdf,
106,2013,http://www.stjohns.edu/sites/default/files/documents/law/aba-placement-2013.pdf,
106,2012,http://www.stjohns.edu/sites/default/files/st._johns_aba_employment_summary_-_class_of_2012.pdf,
106,2011,http://www.stjohns.edu/sites/default/files/documents/law/aba_placement_questionnaire_-_data_submitted_on_placement_for_class_of_2011_march_15_2012.pdf,
106,2010,N/A,N/A
107,2016,http://law.syr.edu/uploads/docs/career-services/EmploymentQuestionnaireSummary-Class_of_2016.pdf,
107,2015,http://law.syr.edu/uploads/docs/career-services/Class_of_2015_ABA_Employment_Summary.pdf,
107,2014,http://law.syr.edu/uploads/docs/career-services/ABA_EmploymentQuestionnaireSummary_2014.pdf,
107,2013,http://law.syr.edu/uploads/docs/ABA_Employment_Summary_03-13-2014.pdf,
107,2012,http://law.syr.edu/uploads/docs/ABA_Employment_Summary-SU_Law_Class_of_2012.pdf,
107,2011,N/A,N/A
107,2010,N/A,N/A
108,2016,http://www.law.unc.edu/documents/career/employmentdata/abareport2016v2.pdf,
108,2015,http://www.law.unc.edu/documents/career/employmentdata/abareport2015.pdf,
108,2014,http://www.law.unc.edu/documents/career/employmentdata/abareport2014.pdf,
108,2013,http://www.law.unc.edu/documents/career/employmentdata/abareport2013.pdf,
108,2012,N/A,N/A
108,2011,N/A,N/A
108,2010,N/A,N/A
109,2016,https://law.duke.edu/sites/default/files/career/abareport-class2016v2.pdf,2017-09-11
109,2015,https://law.duke.edu/sites/default/files/career/ABAReport-Class2015.pdf,2017-09-11
109,2014,https://law.duke.edu/sites/default/files/career/ABAReport-Class2014.pdf,2017-09-11
109,2013,N/A,N/A
109,2012,N/A,N/A
109,2011,N/A,N/A
109,2010,N/A,N/A
110,2016,http://law.nccu.edu/wordpress/wp-content/uploads/2013/04/2016-Graduate-ABA-Report.pdf,
110,2015,http://law.nccu.edu/wordpress/wp-content/uploads/2013/04/ABA-Employment-Profile-2015.pdf,
110,2014,http://law.nccu.edu/wordpress/wp-content/uploads/2013/04/Class-of-2014-ABA-Employment-Report.pdf,
110,2013,N/A,N/A
110,2012,N/A,N/A
110,2011,N/A,N/A
110,2010,N/A,N/A
111,2016,http://career.law.wfu.edu/files/2017/04/EmploymentQuestionnaireSummary2016_FINAL.pdf,
111,2015,http://career.law.wfu.edu/files/2016/08/UPDATE-SEQPlacementSummary2015andLessthan2015.pdf,
111,2014,http://career.law.wfu.edu/files/2015/04/EmploymentQuestionnaireSummaryABA2015.pdf,
111,2013,http://career.law.wfu.edu/files/2014/03/ABA-EmploymentSummary-Class-of-2013.pdf,
111,2012,http://career.law.wfu.edu/files/2013/04/EmploymentSummary-2012.pdf,
111,2011,N/A,N/A
111,2010,N/A,N/A
112,2016,https://law.und.edu/_files/docs/other/und-law-aba-employment-2016-e.pdf,
112,2015,https://law.und.edu/_files/docs/other/und-law-aba-employment-2015.pdf,
112,2014,https://law.und.edu/_files/docs/other/und-law-aba-employment-2014.pdf,
112,2013,https://law.und.edu/_files/docs/other/und-law-aba-employment-2013.pdf,
112,2012,https://law.und.edu/_files/docs/other/und-law-aba-employment-2012.pdf,
112,2011,https://law.und.edu/_files/docs/other/und-law-aba-placement-2011.pdf,
112,2010,https://law.und.edu/_files/docs/other/und-law-aba-placement-2010.pdf,
113,2016,http://law.onu.edu/sites/default/files/class_of_2016_employment_summary.pdf,
113,2015,https://law.onu.edu/sites/default/files/2015_employmentquestionairecummary.pdf,
113,2014,http://law.onu.edu/sites/default/files/aba_employment_report_2014.pdf,
113,2013,http://law.onu.edu/sites/default/files/aba_2013_1_0.png,
113,2012,http://law.onu.edu/sites/default/files/2012_employmentquestionnairesummary.pdf,
113,2011,http://law.onu.edu/sites/default/files/2011_employmentquestionnairesummary.pdf,
113,2010,N/A,N/A
114,2016,https://www.uakron.edu/law/docs/2017-08-24.employment-report.pdf,2017-09-08
114,2015,https://www.uakron.edu/law/docs/2015_EmploymentSummary.pdf,2017-09-08
114,2014,https://www.uakron.edu/law/docs/2015-4-27-employmentSurvey-ver2.pdf,2017-09-08
114,2013,https://www.uakron.edu/law/docs/EmploymentSummary-2014[1].pdf,2017-09-08
114,2012,https://www.uakron.edu/law/docs/EmploymentSummary-2013[2].pdf,2017-09-08
114,2011,https://www.uakron.edu/law/docs/EmploymentSummary-2012[1].pdf,2017-09-08
114,2010,N/A,N/A
115,2016,https://www.law.uc.edu/sites/default/files/ABAEmployment-Statistics-2016.pdf,2017-09-09
115,2015,https://www.law.uc.edu/sites/default/files/2015EmploymentQuestionnaireSummary-115-1259-04-06-2016%2015-29-18.pdf,2017-09-09
115,2014,https://www.law.uc.edu/sites/default/files/ABA%202014%20Employment%20Outcomes%20Chart.pdf,2017-09-09
115,2013,https://www.law.uc.edu/sites/default/files/ABA%20Employment%20Summary%2003%2017%2014.pdf,2017-09-09
115,2012,https://www.law.uc.edu/sites/default/files/EmploymentSummary-2013%20%281%29.pdf,2017-09-09
115,2011,N/A,N/A
115,2010,N/A,N/A
116,2016,https://www.law.csuohio.edu/sites/default/files/careerplanning/final_cmlaw_employmentsummary-2017.pdf,2017-09-09
116,2015,https://www.law.csuohio.edu/sites/default/files/careerplanning/eq_report-no_watermark.pdf,2017-09-09
116,2014,https://www.law.csuohio.edu/sites/default/files/careerplanning/employmentquestionnairesummary-final-7.24.15.pdf,2017-09-09
116,2013,https://www.law.csuohio.edu/sites/default/files/careerplanning/aba-summary-report-final-4.30.14.pdf,2017-09-09
116,2012,https://www.law.csuohio.edu/sites/default/files/careerplanning/aba2012employmentsummary.pdf,2017-09-09
116,2011,N/A,N/A
116,2010,N/A,N/A
117,2016,http://law.case.edu/Portals/0/Documents/ABA_Employment_Summary_Class_of_2016.pdf,2017-09-09
117,2015,http://law.case.edu/Portals/0/Documents/ABA_Employment_Summary_Class_of_2015.pdf,2017-09-09
117,2014,http://law.case.edu/Portals/0/Documents/ABA_Employment_Summary_Class_of_2014.pdf,2017-09-09
117,2013,N/A,N/A
117,2012,N/A,N/A
117,2011,N/A,N/A
117,2010,N/A,N/A
118,2016,http://law.capital.edu/WorkArea/DownloadAsset.aspx?id=36846,2017-09-09
118,2015,http://law.capital.edu/WorkArea/DownloadAsset.aspx?id=36077,2017-09-09
118,2014,http://law.capital.edu/WorkArea/DownloadAsset.aspx?id=35036,2017-09-09
118,2013,http://law.capital.edu/WorkArea/DownloadAsset.aspx?id=33327,2017-09-09
118,2012,http://law.capital.edu/WorkArea/DownloadAsset.aspx?id=30179,2017-09-09
118,2011,http://law.capital.edu/2011ABASummaryReport/,2017-09-09
118,2010,http://law.capital.edu/2010ABASummaryReport/,2017-09-09
119,2016,http://moritzlaw.osu.edu/careers/wp-content/uploads/sites/13/2017/04/Class-of-2016-ABA-Report.pdf,
119,2015,http://moritzlaw.osu.edu/careers/wp-content/uploads/sites/13/2016/04/Class-of-2015-ABA-Report1.pdf,
119,2014,http://moritzlaw.osu.edu/careers/wp-content/uploads/sites/13/2015/04/Class-of-2014-ABA-Report.pdf,
119,2013,N/A,N/A
119,2012,N/A,N/A
119,2011,N/A,N/A
119,2010,N/A,N/A
120,2016,http://www.utoledo.edu/law/career-services/pdf/Classof2016ABAEmploymentSummary.pdf,
120,2015,http://www.utoledo.edu/law/career-services/pdf/Classof2015EmploymentSummary.pdf,
120,2014,http://www.utoledo.edu/law/career-services/pdf/Classof2014ABAEmploymentSummary.pdf,
120,2013,http://www.utoledo.edu/law/career-services/pdf/Classof2013ABAEmploymentSummary.pdf,
120,2012,http://www.utoledo.edu/law/career-services/pdf/Classof2012ABAEmploymentSummary.pdf,
120,2011,N/A,N/A
120,2010,N/A,N/A
121,2016,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2016_grads.pdf,2017-09-09
121,2015,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2015_grads.pdf,2017-09-09
121,2014,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2014_grads.pdf,2017-09-09
121,2013,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2013_grads.pdf,2017-09-09
121,2012,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary_for_2012_grads.pdf,2017-09-09
121,2011,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary-2011.pdf,2017-09-09
121,2010,https://udayton.edu/law/_resources/documents/career_services/employment_stats/aba_employment_summary-2010.pdf,2017-09-09
122,2016,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2016.pdf,
122,2015,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2015.pdf,
122,2014,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2014.pdf,
122,2013,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2013_0.pdf,
122,2012,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2012.pdf,
122,2011,http://www.law.ou.edu/sites/default/files/ou_law_aba_employment_2011.pdf,
122,2010,N/A,N/A
123,2016,http://law.okcu.edu/wp-content/uploads/2010/06/ABA-Employment-Summary-for-2016-Graduates.pdf,
123,2015,http://law.okcu.edu/wp-content/uploads/2016/05/ABA-Employment-Summary-for-2015-Graduates-Rev.pdf,
123,2014,http://law.okcu.edu/wp-content/uploads/2015/04/EmploymentQuestionnaireSummary-123-3190-04-14-2015-13-45-24.pdf,
123,2013,http://law.okcu.edu/wp-content/uploads/2014/03/2013-employment-summary-031414.pdf,
123,2012,http://law.okcu.edu/wp-content/uploads/2013/12/ABA-Employment-Summary-Report-Class-of-2012.pdf,
123,2011,http://law.okcu.edu/wp-content/uploads/2010/06/ABA-Class-of-2011-Summary.pdf,
123,2010,http://law.okcu.edu/wp-content/uploads/2013/03/ABA-Employment-Summary-Report-Class-of-2010.pdf,
123,2009,http://law.okcu.edu/wp-content/uploads/2010/06/ABA-Employment-Summary-Report-Class-of-2009.pdf,
124,2016,https://45e2ly1gtqp9jmqme2fiw751-wpengine.netdna-ssl.com/wp-content/uploads/sites/3/2017/04/ABA-EmploymentQuestionnaireSummary-April-6-2017.pdf,
124,2015,https://45e2ly1gtqp9jmqme2fiw751-wpengine.netdna-ssl.com/wp-content/uploads/sites/3/2014/12/ABA-2015-EmploymentQuestionnaireSummary-124-25029-04-04-2016-11-51-23.pdf,
124,2014,https://45e2ly1gtqp9jmqme2fiw751-wpengine.netdna-ssl.com/wp-content/uploads/sites/3/2014/12/University-of-Tulsa-College-of-Law-2014-ABA-Employment-Summary.pdf,
124,2013,https://45e2ly1gtqp9jmqme2fiw751-wpengine.netdna-ssl.com/wp-content/uploads/sites/3/2014/12/2013EmploymentSummary.pdf,
124,2012,https://45e2ly1gtqp9jmqme2fiw751-wpengine.netdna-ssl.com/wp-content/uploads/sites/3/2017/04/ABA-2012.pdf,
124,2011,N/A,N/A
124,2010,N/A,N/A
125,2016,https://law.uoregon.edu/images/uploads/entries/2017_ABA_EQ_Summary.pdf,
125,2015,https://law.uoregon.edu/images/uploads/entries/Oregon_Law_Employment_Summary_-_2015_Graduates.pdf,
125,2014,https://law.uoregon.edu/images/uploads/entries/Employment_summary_-_Class_of_2014.pdf,
125,2013,N/A,N/A
125,2012,N/A,N/A
125,2011,N/A,N/A
125,2010,N/A,N/A
126,2016,http://law.lclark.edu/live/files/23890-aba-employment-summary-class-of-2016,
126,2015,http://law.lclark.edu/live/files/21608-aba-employment-summary-class-of-2015pdf,
126,2014,http://law.lclark.edu/live/files/19196-class-of-2014-aba-employment-survey-summary,
126,2013,http://law.lclark.edu/live/files/16614-aba-employment-summary-class-of-2013,
126,2012,http://law.lclark.edu/live/files/10885-aba-placement-summary-2012-scanpdf,
126,2011,N/A,N/A
126,2010,N/A,N/A
127,2016,http://willamette.edu/law/pdf/careers/aba-employment-summary-2016.pdf,
127,2015,http://willamette.edu/law/pdf/careers/aba-employment-summary-2015.pdf,
127,2014,http://willamette.edu/law/pdf/careers/aba-employment-summary-2014.pdf,
127,2013,http://willamette.edu/law/pdf/careers/aba-employment-summary-2013.pdf,
127,2012,http://willamette.edu/law/pdf/careers/aba-employment-summary-2012.pdf,
127,2011,N/A,N/A
127,2010,N/A,N/A
129,2016,https://www.law.temple.edu/site/wp-content/uploads/Temple-Law-ABA-Summary-Report-2016.pdf,
129,2015,http://www.law.temple.edu/site/wp-content/uploads/Temple-Law-2015-ABA-Employment-Report.pdf,
129,2014,http://www.law.temple.edu/site/wp-content/uploads/2015/04/Temple-Law-FINAL-2014-ABA-Report-Spring-2015.pdf,
129,2013,http://www.law.temple.edu/site/wp-content/uploads/2015/02/Temple-Law-ABA-Summary-Report-2013.pdf,
129,2012,http://www.law.temple.edu/site/wp-content/uploads/2015/02/Temple-Law-ABA-Summary-Report-2012.pdf,
129,2011,http://www.law.temple.edu/site/wp-content/uploads/2015/02/Temple-Law-ABA-Summary-Report-2011.pdf,
129,2010,N/A,N/A
130,2016,https://www.law.upenn.edu/live/files/6443-penn-law-class-of-2016-aba-employment-data,
130,2015,https://www.law.upenn.edu/live/files/5483-penn-law-class-of-2015-aba-employment-datapdf,
130,2014,https://www.law.upenn.edu/live/files/4303-class-of-2014-aba-data-for-websitepdf,
130,2013,https://www.law.upenn.edu/live/files/3019-class-of-2013-aba-statisticspdf,
130,2012,https://www.law.upenn.edu/live/files/1827-class-of-2012-aba-statistics,
130,2011,N/A,N/A
130,2010,N/A,N/A
131,2016,http://law.duq.edu/sites/default/files/documents/CareerServices/ABA%20Summary%20Class%20of%202016%20REVISED.pdf,2017-09-11
131,2015,http://law.duq.edu/sites/default/files/documents/CareerServices/2015%20-%20Career%20Statatistics%20-%20ABA%20Employment%20Summary.pdf,2017-09-11
131,2014,http://law.duq.edu/sites/default/files/documents/CareerServices/EmploymentQuestionnaireSummary-131-131-04-28-2015%2009-32-21.pdf,2017-09-11
131,2013,N/A,N/A
131,2012,N/A,N/A
131,2011,N/A,N/A
131,2010,N/A,N/A
132,2016,http://law.pitt.edu/sites/default/files/files/aba_employment_summary_for_class_of_2016.pdf,
132,2015,http://law.pitt.edu/sites/default/files/node/22641/files/aba_employment_2015.pdf,
132,2014,http://law.pitt.edu/sites/default/files/node/22641/files/aba_employment_2014.pdf,
132,2013,N/A,N/A
132,2012,N/A,N/A
132,2011,N/A,N/A
132,2010,N/A,N/A
133,2016,http://www1.villanova.edu/content/dam/villanova/law/documents/forms/Careers/EmploymentDataClassof2016.pdf,
133,2015,http://www1.villanova.edu/content/dam/villanova/law/documents/forms/Careers/EmploymentQuestionnaireSummary-Final-Class-of-2015.pdf,
133,2014,http://www1.villanova.edu/content/dam/villanova/law/documents/forms/Careers/EmploymentQuestionnaireSummary-Final%20Class%20of%202014.pdf,
133,2013,N/A,N/A
133,2012,N/A,N/A
133,2011,N/A,N/A
133,2010,N/A,N/A
134,2016,N/A,N/A
134,2015,N/A,N/A
134,2014,N/A,N/A
134,2013,N/A,N/A
134,2012,N/A,N/A
134,2011,N/A,N/A
134,2010,N/A,N/A
135,2016,N/A,N/A
135,2015,N/A,N/A
135,2014,N/A,N/A
135,2013,N/A,N/A
135,2012,N/A,N/A
135,2011,N/A,N/A
135,2010,N/A,N/A
136,2016,N/A,N/A
136,2015,N/A,N/A
136,2014,N/A,N/A
136,2013,N/A,N/A
136,2012,N/A,N/A
136,2011,N/A,N/A
136,2010,N/A,N/A
137,2016,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2016_graduates.pdf,
137,2015,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2015_graduates.pdf,
137,2014,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2014_graduates.pdf,
137,2013,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2013_graduates.pdf,
137,2012,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2012_graduates.pdf,
137,2011,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2011_graduates.pdf,
137,2010,http://sc.edu/study/colleges_schools/law/docs/employmentsummary_2010_graduates.pdf,
138,2016,http://www.usd.edu/-/media/files/law/2016abaemploymentoutcomes-summary.ashx?la=en,
138,2015,http://www.usd.edu/-/media/files/law/eq2015.ashx?la=en,
138,2014,http://www.usd.edu/-/media/files/law/class2014employmentsummary.ashx?la=en,
138,2013,http://www.usd.edu/-/media/files/law/class2013employmentsummary.ashx?la=en,
138,2012,N/A,N/A
138,2011,N/A,N/A
138,2010,N/A,N/A
139,2016,http://law.utk.edu/wp-content/uploads/2017/04/Employment-Questionnaire-Summary-updated-4-7-17.pdf,
139,2015,http://law.utk.edu/wp-content/uploads/2016/04/2015-ABA-Employment-Summary.pdf,
139,2014,http://law.utk.edu/wp-content/uploads/2015/04/2014-ABA-Employment-Summary.pdf,
139,2013,http://law.utk.edu/wp-content/uploads/2015/01/2014-ABA-Employment-Questionnaire-Summary.pdf,
139,2012,http://law.utk.edu/wp-content/uploads/2015/01/EmploymentSummary2013.pdf,
139,2011,http://law.utk.edu/wp-content/uploads/2015/01/2011-ABA-Employment-Summary.pdf,
139,2010,N/A,N/A
140,2016,http://www.memphis.edu/law/documents/classof2016employment.pdf,
140,2015,http://www.memphis.edu/law/documents/aba-employmentquestionnaire-2015.pdf,
140,2014,http://www.memphis.edu/law/documents/aba-04-13-15.pdf,
140,2013,N/A,N/A
140,2012,N/A,N/A
140,2011,N/A,N/A
140,2010,N/A,N/A
141,2016,https://law.vanderbilt.edu/2016-EmploymentSummary.pdf,
141,2015,https://law.vanderbilt.edu/2015-EmploymentSummary.pdf,
141,2014,https://law.vanderbilt.edu/2014-EmploymentSummary.pdf,
141,2013,https://law.vanderbilt.edu/employers-cs/2013-EmploymentSummary.pdf,
141,2012,N/A,N/A
141,2011,N/A,N/A
141,2010,N/A,N/A
142,2016,https://law.utexas.edu/wp-content/uploads/sites/4/2017/04/ABA-Employment-Summary-Classof2016.pdf,
142,2015,https://law.utexas.edu/wp-content/uploads/sites/4/2016/04/ABA-Employment-Summary-Classof2015.pdf,
142,2014,https://law.utexas.edu/wp-content/uploads/sites/4/2015/04/ABA-2014.pdf,
142,2013,N/A,N/A
142,2012,N/A,N/A
142,2011,N/A,N/A
142,2010,N/A,N/A
143,2016,http://www.law.smu.edu/getattachment/Career-Services/Employment-Data/Class-of-2016-ABA-EmploymentQuestionnaireSummary-for-website.pdf,
143,2015,http://www.law.smu.edu/getattachment/Career-Services/Employment-Data/Class-of-2015-Employment-Questionnaire-Summary-4-11-16.pdf,
143,2014,http://www.law.smu.edu/linkable-documents/aba-employment-summary-class-of-2014.aspx,
143,2013,http://www.law.smu.edu/linkable-documents/aba-employment-summary-class-of-2013.aspx,
143,2012,N/A,N/A
143,2011,N/A,N/A
143,2010,N/A,N/A
144,2016,http://www.law.uh.edu/career/employment-statistics/ABA%20Employment%20Summary%20for%20the%20Class%20of%202016.pdf,2017-09-11
144,2015,http://www.law.uh.edu/career/employment-statistics/ABA%20Employment%20Questionnaire%20Summary%202015.pdf,2017-09-11
144,2014,http://www.law.uh.edu/career/employment-statistics/EmploymentSummary-2014.pdf,2017-09-11
144,2013,N/A,N/A
144,2012,N/A,N/A
144,2011,N/A,N/A
144,2010,N/A,N/A
145,2016,N/A,N/A
145,2015,http://www.stcl.edu/wp-content/uploads/2016/02/EmploymentQuestionnaireSummary-6-2016.pdf,
145,2014,http://www.stcl.edu/wp-content/uploads/2016/02/EmploymentQuestionnaireSummary-class-of-2014.pdf,
145,2013,http://www.stcl.edu/wp-content/uploads/2016/02/ABA_Class_of_2013_Employment_Data.pdf,
145,2012,N/A,N/A
145,2011,N/A,N/A
145,2010,N/A,N/A
146,2016,http://www.tsulaw.edu/EmploymentQuestionnaireSummary-146-146-04-07-2017%2013-26-54.pdf,
146,2015,http://www.tsulaw.edu/2016EmploymentQuestionnaireSummary.pdf,
146,2014,http://www.tsulaw.edu/life/EmploymentQuestionnaireSummary%202015%20(Final%20-%20042815).pdf,
146,2013,N/A,N/A
146,2012,N/A,N/A
146,2011,N/A,N/A
146,2010,N/A,N/A
147,2016,https://www.depts.ttu.edu/law/career-services/docs/EmploymenQuestionnaieSummary147-147-04-05-2017_13-35-21April2017.pdf,
147,2015,https://www.depts.ttu.edu/law/career-services/docs/employmenQuestionnairSummary-147-3171-04-07-2016_12-17-52.pdf,
147,2014,https://www.depts.ttu.edu/law/career-services/docs/employmenQuestionnaireSummaryClassof2014.pdf,
147,2013,N/A,N/A
147,2012,N/A,N/A
147,2011,N/A,N/A
147,2010,N/A,N/A
148,2016,N/A,N/A
148,2015,https://law.stmarytx.edu/wp-content/uploads/2016/07/ABA-Employment-Questionnaire-Summary-2015.pdf,
148,2014,https://law.stmarytx.edu/wp-content/uploads/2016/07/2014-employment-summary.pdf,
148,2013,https://law.stmarytx.edu/wp-content/uploads/2016/07/2013-employment-summary.pdf,
148,2012,https://law.stmarytx.edu/wp-content/uploads/2016/07/2012-employment-summary.pdf,
148,2011,https://law.stmarytx.edu/wp-content/uploads/2016/07/2011-employment-summary.pdf,
148,2010,N/A,N/A
149,2016,http://www.baylor.edu/content/services/document.php/285845.pdf,2017-09-09
149,2015,http://www.baylor.edu/content/services/document.php/262323.pdf,2017-09-09
149,2014,http://www.baylor.edu/content/services/document.php/242557.pdf,2017-09-09
149,2013,http://www.baylor.edu/content/services/document.php/226844.pdf,2017-09-09
149,2012,http://www.baylor.edu/content/services/document.php/197326.pdf,2017-09-09
149,2011,http://www.baylor.edu/content/services/document.php/179074.pdf,2017-09-09
149,2010,N/A,N/A
150,2016,http://law.byu.edu/cso/files/2016_employ.pdf,2017-09-09
150,2015,http://law.byu.edu/cso/files/2015_employ.pdf,2017-09-09
150,2014,http://law.byu.edu/cso/files/2014_employ.pdf,2017-09-09
150,2013,N/A,N/A
150,2012,N/A,N/A
150,2011,N/A,N/A
150,2010,N/A,N/A
151,2016,https://app.box.com/s/rcm259r18bkk0ibjkx8gebvx9izv52by,
151,2015,https://app.box.com/s/wg5w4s2565ik6vjvo9siygg2rkk5m1re,
151,2014,https://app.box.com/s/0k24bowgmtr8fiyreei22tvkvuxblwa9,
151,2013,https://app.box.com/s/rot4p16t1sch0zjq1a39,
151,2012,https://app.box.com/s/6nkoqa7di7sqxm8luegy,
151,2011,N/A,N/A
151,2010,N/A,N/A
152,2016,https://www.vermontlaw.edu/sites/default/files/Assets/Career-Services/ABA_EmploymentSummary_2016Graduates.pdf,
152,2015,https://www.vermontlaw.edu/sites/default/files/Assets/Career-Services/ABA_EmploymentSummary_2015Graduates.pdf,
152,2014,https://www.vermontlaw.edu/sites/default/files/Assets/directories/ABAQuestionnaireClassOf2014SummaryReport.pdf,
152,2013,https://www.vermontlaw.edu/sites/default/files/Assets/directories/ABAEmploymentSummaryClassOf2013.pdf,
152,2012,https://www.vermontlaw.edu/sites/default/files/Assets/directories/ABAReportClassOf2012Mar2013.pdf,
152,2011,N/A,N/A
152,2010,N/A,N/A
153,2016,https://content.law.virginia.edu/system/files/career/2016employment.pdf,
153,2015,https://content.law.virginia.edu/system/files/career/2015employment.pdf,
153,2014,https://content.law.virginia.edu/system/files/career/2014employment.pdf,
153,2013,N/A,N/A
153,2012,N/A,N/A
153,2011,N/A,N/A
153,2010,N/A,N/A
155,2016,http://law2.wlu.edu/admissions/nalp/ABAEmploymentSummary2017.pdf,
155,2015,http://law2.wlu.edu/admissions/nalp/ABAEmploymentSummary2016.pdf,
155,2014,http://law2.wlu.edu/admissions/nalp/ABAEmploymentSummary2015.pdf,
155,2013,N/A,N/A
155,2012,N/A,N/A
155,2011,N/A,N/A
155,2010,N/A,N/A
156,2016,http://law.richmond.edu/admissions/PDF/aba-employment-2016.pdf,
156,2015,http://law.richmond.edu/admissions/PDF/aba-employment-2015.pdf,
156,2014,http://law.richmond.edu/admissions/PDF/Class%20of%202014%20ABA%20Employment%20Summary.pdf,
156,2013,http://law.richmond.edu/docs/cdo/aba-employment-summary-2013.pdf,
156,2012,http://law.richmond.edu/docs/cdo/aba-employment-summary-2012.pdf,
156,2011,N/A,N/A
156,2010,N/A,N/A
157,2016,http://law.wm.edu/careerservices/documents/class_of_2016_aba_summary.pdf,
157,2015,http://law.wm.edu/careerservices/documents/class_of_2015_aba_summary.pdf,
157,2014,http://law.wm.edu/careerservices/employmentoutcomes/aba_classof2014_employment_summary.pdf,
157,2013,N/A,N/A
157,2012,N/A,N/A
157,2011,N/A,N/A
157,2010,N/A,N/A
158,2016,https://www.law.washington.edu/career/employmentsummary2016.pdf,
158,2015,https://www.law.washington.edu/career/employmentsummary2015.pdf,
158,2014,https://www.law.washington.edu/career/employmentsummary2014.pdf,
158,2013,N/A,N/A
158,2012,N/A,N/A
158,2011,N/A,N/A
158,2010,N/A,N/A
159,2016,https://www.law.gonzaga.edu/files/ABA-Employment-Summary-for-2016-graduates.pdf,2017-09-11
159,2015,https://www.law.gonzaga.edu/files/EmploymentQuestionnaireSummary-159-159-04-15-2016-11-44-20-135121.pdf,2017-09-11
159,2014,N/A,N/A
159,2013,https://www.law.gonzaga.edu/files/2013-Employment-Report.pdf,2017-09-11
159,2012,https://www.law.gonzaga.edu/files/EmploymentSummary-2012.pdf,2017-09-11
159,2011,https://www.law.gonzaga.edu/files/EmploymentSummary-2011.pdf,2017-09-11
159,2010,https://www.law.gonzaga.edu/files/EmploymentSummary-2010.pdf,2017-09-11
161,2016,http://www.law.wvu.edu/files/d/9d4cf1c5-77b4-463d-a2c7-e06fa6878cf8/2016-employment-questionnaire-summary.pdf,
161,2015,http://www.law.wvu.edu/files/d/a9be0845-0ae3-4780-9460-f81a29544561/employmentquestionnairesummary-2015-4-13-16.pdf,
161,2014,http://www.law.wvu.edu/files/d/2e02f721-8422-47cd-9bd7-3f9118885a0b/aba-employment-summary-class2014.pdf,
161,2013,http://www.law.wvu.edu/files/d/9c63e5c8-f216-4edb-b22a-a6528e11e83a/employmentsummary-2014.pdf,
161,2012,http://www.law.wvu.edu/files/d/17080035-a2b7-42ea-b8ff-53b13dbabf64/aba-employ-class2012.pdf,
161,2011,http://www.law.wvu.edu/files/d/3af32228-5f39-4ecc-b4b0-d7fe48c2179a/aba-employ-class2011.pdf,
161,2010,N/A,N/A
162,2016,https://law.wisc.edu/prospective/stats.html#employment2016,
162,2015,https://law.wisc.edu/prospective/stats.html#employment2015,
162,2014,https://law.wisc.edu/prospective/stats.html#employment2014,
162,2013,N/A,N/A
162,2012,N/A,N/A
162,2011,N/A,N/A
162,2010,N/A,N/A
163,2016,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2016.pdf,
163,2015,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2015.pdf,
163,2014,https://law.marquette.edu/assets/career-planning/pdf/ABA-Employment-Report-2014.pdf,
