school_uuid,class_of,url_source,downloaded_on
49,2012,http://www.law.northwestern.edu/professional-life/career/stats/documents/northwestern_law_employment_summary_2012.pdf,
49,2011,http://www.law.northwestern.edu/professional-life/career/stats/documents/northwestern_law_employment_summary_2011.pdf,
49,2010,N/A,N/A
50,2016,https://www.law.uchicago.edu/files/file/aba_employment_summary_class_of_2016_final.pdf,2017-09-09
50,2015,https://www.law.uchicago.edu/files/file/abaemploymentsummaryclassof2015v2.pdf,2017-09-09
50,2014,https://www.law.uchicago.edu/files/file/abaemploymentsummaryclassof2014.pdf,2017-09-09
50,2013,https://www.law.uchicago.edu/files/file/abaemploymentsummaryclassof2013.pdf,2017-09-09
50,2012,N/A,N/A
50,2011,N/A,N/A
50,2010,N/A,N/A
51,2016,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2016.pdf,2017-09-11
51,2015,http://www.law.indiana.edu/about/assets/employment-summary-2015.pdf,2017-09-11
51,2014,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2014.pdf,2017-09-11
51,2013,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2013.pdf,2017-09-11
51,2012,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2012.pdf,2017-09-11
51,2011,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2011.pdf,2017-09-11
51,2010,http://www.law.indiana.edu/about/assets/aba-employment-summary-class-of-2010.pdf,2017-09-11
52,2016,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2016_ABA.pdf,2017-09-11
52,2015,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2015_ABA.pdf,2017-09-11
52,2014,https://mckinneylaw.iu.edu/careers/_docs/employment-summary-2014_ABA.pdf,2017-09-11
52,2013,N/A,N/A
52,2012,N/A,N/A
52,2011,N/A,N/A
52,2010,N/A,N/A
53,2016,http://law.nd.edu/assets/232629/aba_employment_questionnaire_summary_class_of_2016.pdf,
53,2015,http://law.nd.edu/assets/196115/2015_aba_employment_summary.pdf,
53,2014,https://www3.nd.edu/~ndlaw/career/employment/Classof2014ABAWorksheet.pdf,
53,2013,N/A,N/A
53,2012,N/A,N/A
53,2011,N/A,N/A
53,2010,N/A,N/A
54,2016,http://www.valpo.edu/law/wp-content/uploads/2012/12/ABA-Summary-Final-for-Class-of-2016.pdf,
54,2015,http://www.valpo.edu/law/wp-content/uploads/2012/12/Class-of-2015-ABA-Employment-Report.pdf,
54,2014,http://www.valpo.edu/law/wp-content/uploads/2012/12/ABA-Class-of-2014-Final-Employment-Summary-1.pdf,
54,2013,http://www.valpo.edu/law/wp-content/uploads/2012/12/ABAEmploymentSummary-2013Graduates.pdf,
54,2012,N/A,N/A
54,2011,N/A,N/A
54,2010,N/A,N/A
55,2016,http://www.law.drake.edu/2014-ABA-employment-summary.pdf,2017-09-11
55,2015,http://www.drake.edu/media/collegesschools/law/documents/2015%20ABA%20Employment%20Summary.pdf,2017-09-11
55,2014,http://www.law.drake.edu/2016-ABA-employment-summary.pdf,2017-09-11
55,2013,N/A,N/A
55,2012,N/A,N/A
55,2011,N/A,N/A
55,2010,N/A,N/A
56,2016,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/employmentquestionnairesummary-4-6-17.pdf,2017-09-11
56,2015,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/ABA%202016_Employment_Questionnaire_Summary_Page.pdf,2017-09-11
56,2014,https://law.uiowa.edu/sites/law.uiowa.edu/files/wysiwyg_uploads/EmploymentQuestionnaireSummary%204-14-15.pdf,2017-09-11
56,2013,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2013.pdf,2017-09-11
56,2012,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2012.pdf,2017-09-11
56,2011,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2011.pdf,2017-09-11
56,2010,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2010.pdf,2017-09-11
56,2009,https://law.uiowa.edu/sites/law.uiowa.edu/files/cso_ABAEmploymentSurvey_2009.pdf,2017-09-11
57,2016,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2016-update.pdf,
57,2015,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2015-update.pdf,
57,2014,http://law.ku.edu/sites/law.ku.edu/files/docs/standard_509/aba-employment-summary-2014-update.pdf,
57,2013,http://law.ku.edu/sites/law.ku.edu/files/docs/career_services/aba-employment-summary-2013.pdf,
57,2012,http://law.ku.edu/sites/law.ku.edu/files/docs/career_services/aba-employment-summary-2012-update.pdf,
57,2011,http://law.ku.edu/sites/law.drupal.ku.edu/files/docs/career_services/aba-employment-summary-class-of-2011.pdf,
57,2010,N/A,N/A
58,2016,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2016grads.pdf,
58,2015,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2015grads.pdf,
58,2014,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2014grads.pdf,
58,2013,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2013grads.pdf,
58,2012,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2012gradsrevised.pdf,
58,2011,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2011.pdf,
58,2010,http://washburnlaw.edu/career/statistics/_docs/ABAEmploymentSummary-2010.pdf,
59,2016,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/ABA%20Employment%20Summary%20for%202016%20Graduates.pdf,
59,2015,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/ABA%20Employment%20Summary%20Class%20of%202015%20for%20Website.pdf,
59,2014,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/ABA%20Employment%20Summary%20for%202014%20Graduates.pdf,
59,2013,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/ABA%20Summary%20Report-Class%20of%202013.pdf,
59,2012,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/NKU_Employment_Question_Summary_2012.pdf,
59,2011,http://chaselaw.nku.edu/content/dam/chaselaw/docs/careers/ABA_Class_of_2011_Summary_Report.pdf,
59,2010,N/A,N/A
60,2016,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/ABA%20Employment%20Questionnaire%20Summary%20%28to%20post%29%20-%202017%20%28For%20class%20of%202016%29.pdf,
60,2015,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2015EmploymentSummary.pdf,
60,2014,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2014EmploymentSummary.pdf,
60,2013,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2013EmploymentSummary.pdf,
60,2012,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2012EmploymentSummary.pdf,
60,2011,http://law.uky.edu/sites/law.uky.edu/files/docs/careers/Class2011EmploymentSummary.pdf,
60,2010,N/A,N/A
61,2016,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2016-graduates,
61,2015,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2015-graduates,
61,2014,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-for-2014-graduates,
61,2013,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202013%20Graduates/at_download/file,
61,2012,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202012%20Graduates/at_download/file,
61,2011,https://louisville.edu/law/about/accreditation/aba-required-disclosures/employment-summary-reports-achive/Employment%20Summary%20for%202011%20Graduates/at_download/file,
61,2010,N/A,N/A
62,2016,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2017.pdf,
62,2015,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2016.pdf,
62,2014,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2015.pdf,
62,2013,https://www.law.lsu.edu/disclosures/files/2013/12/EmploymentSummary-2014.pdf,
62,2012,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2013.pdf,
62,2011,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2012.pdf,
62,2010,https://www.law.lsu.edu/disclosures/files/2013/12/ABA-EmploymentSummary-2011.pdf,
63,2016,http://www.sulc.edu/wp-content/uploads/2017/04/EmploymentQuestionnaireSummary2016.pdf,
63,2015,http://www.sulc.edu/wp-content/uploads/2017/04/EmploymentQuestionnaireSummary2015.pdf,
63,2014,http://www.sulc.edu/wp-content/uploads/2017/04/EmploymentQuestionnaireSummary2014.pdf,
63,2013,http://www.sulc.edu/wp-content/uploads/2017/04/EmploymentQuestionnaireSummary2013.pdf,
63,2012,N/A,N/A
63,2011,N/A,N/A
63,2010,N/A,N/A
64,2016,http://law.loyno.edu/sites/law.loyno.edu/files/file_attach/2017%20ABAReport%20for2016Grads.pdf,
64,2015,http://www.loyno.edu/lawcareers/sites/loyno.edu.lawcareers/files/Employment%20Summary%20For%202015%20Graduates.pdf,
64,2014,http://law.loyno.edu/sites/law.loyno.edu/files/2014%20Official%20ABA%20Employment%20Report_0.pdf,
64,2013,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2014.pdf,
64,2012,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2013.pdf,
64,2011,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2012.pdf,
64,2010,http://law.loyno.edu/sites/law.loyno.edu/files/EmploymentSummary-2011.pdf,
65,2016,http://www.law.tulane.edu/uploadedFiles/Careers/Employment_and_ABA/ClassOf2016ABAReport.pdf,
65,2015,http://www.law.tulane.edu/uploadedFiles/Careers/Employment_and_ABA/ClassOf2015ABAReport.pdf,
65,2014,http://www.law.tulane.edu/uploadedFiles/Careers/Employment_and_ABA/ClassOf2014ABAReport.pdf,
65,2013,N/A,N/A
65,2012,N/A,N/A
65,2011,N/A,N/A
65,2010,N/A,N/A
66,2016,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
66,2015,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
66,2014,https://mainelaw.maine.edu/career-services/wp-content/uploads/sites/6/ABA-Employ-Summary-Reports-2016-2015-2014.pdf,2017-09-09
66,2013,N/A,N/A
66,2012,N/A,N/A
66,2011,N/A,N/A
66,2010,N/A,N/A
67,2016,http://law.ubalt.edu/about/Class2016_UPDATED2_ABAEmploymentSummary.pdf,2017-09-09
67,2015,http://law.ubalt.edu/about/pdfs/Class2015_UPDATED2_ABAEmploymentData2016.pdf,2017-09-09
67,2014,http://law.ubalt.edu/academics/images/ABA2015_FINAL_EQSummary_Class2014.pdf,2017-09-09
67,2013,N/A,N/A
67,2012,N/A,N/A
67,2011,N/A,N/A
67,2010,N/A,N/A
68,2016,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2016.pdf,
68,2015,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2015.pdf,
68,2014,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2014.pdf,
68,2013,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2013.pdf,
68,2012,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2012.pdf,
68,2011,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2011.pdf,
68,2010,http://www.law.umaryland.edu/prospective/documents/EmploymentSummary-2010.pdf,
69,2016,https://www.bu.edu/law/files/2017/04/Class-of-2016-Final-Summary-4.7.17.pdf,2017-09-09
69,2015,https://www.bu.edu/law/files/2016/05/Employment-Questionnaire-Summary-Revised-FINAL-5.9.16.pdf,2017-09-09
69,2014,https://www.bu.edu/law/files/2015/08/Classof2014ABAEmploymentQuestionnaireSummaryforwebsite.pdf,2017-09-09
69,2013,N/A,N/A
69,2012,N/A,N/A
69,2011,N/A,N/A
69,2010,N/A,N/A
70,2016,https://www.nesl.edu/docs/default-source/Career-Services/aba-class-of-2016-employment-summary-fx.pdf?sfvrsn=2,
70,2015,https://www.nesl.edu/docs/default-source/Career-Services/employmentsummary-for-class-of-2015_updated-fx.pdf?sfvrsn=2,
70,2014,https://www.nesl.edu/docs/default-source/Career-Services/employment-summary-2014-fx.pdf?sfvrsn=2,
70,2013,N/A,N/A
70,2012,N/A,N/A
70,2011,N/A,N/A
70,2010,N/A,N/A
71,2016,http://www.northeastern.edu/law/pdfs/careers/statistics-2016.pdf,
71,2015,http://www.northeastern.edu/law/pdfs/careers/statistics-2015.pdf,
71,2014,http://www.northeastern.edu/law/pdfs/careers/statistics-2014.pdf,
71,2013,N/A,N/A
71,2012,N/A,N/A
71,2011,N/A,N/A
71,2010,N/A,N/A
72,2016,http://www.suffolk.edu/documents/Law%20PCD/2016ABASummary.pdf,
72,2015,http://www.suffolk.edu/documents/Law%20PCD/Graduate_Survey_2015.pdf,
72,2014,http://www.suffolk.edu/documents/Law%20PCD/Graduate_Survey_2014.pdf,
72,2013,N/A,N/A
72,2012,N/A,N/A
72,2011,N/A,N/A
72,2010,N/A,N/A
73,2016,https://www.bc.edu/content/dam/bc1/schools/law/careers/employment/2016_BC_Law_ABA_EmploymentQuestionnaireSummary.pdf,2017-09-09
73,2015,https://www.bc.edu/content/dam/bc1/schools/law/careers/employment/2015_aba_summary_report_bclaw.pdf,2017-09-09
73,2014,https://www.bc.edu/content/dam/bc1/schools/law/careers/employment/2014%20ABA%20Employment%20Summary%20Report.pdf,2017-09-09
73,2013,N/A,N/A
73,2012,N/A,N/A
73,2011,N/A,N/A
73,2010,N/A,N/A
74,2016,http://hls.harvard.edu/content/uploads/2017/04/ABA-Employment-Summary-for-Class-of-2016-Graduates.pdf,2017-09-11
74,2015,http://hls.harvard.edu/content/uploads/2016/04/ABA-Employment-Summary-for-Class-of-2015-Graduates.pdf,2017-09-11
74,2014,http://hls.harvard.edu/content/uploads/2015/04/ABA-Employment-Summary-for-2014-Graduates-Final.pdf,2017-09-11
74,2013,http://hls.harvard.edu/content/uploads/2014/09/2013_employment_statistics.pdf,2017-09-11
74,2012,http://hls.harvard.edu/content/uploads/2014/09/2012_employment_statistics.pdf,2017-09-11
74,2011,http://hls.harvard.edu/content/uploads/2014/09/2011_employment_statistics.pdf,2017-09-11
74,2010,N/A,N/A
75,2016,http://www1.wne.edu/law/career-services/doc/aba-employmentsummary-2016.pdf,
75,2015,http://www1.wne.edu/law/career-services/doc/EmploymentQuestionnaireSummary.pdf,
75,2014,http://www1.wne.edu/law/career-services/doc/ABA%20profile%20-%20web%202014.pdf,
75,2013,N/A,N/A
75,2012,N/A,N/A
75,2011,N/A,N/A
75,2010,N/A,N/A
76,2016,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2016.pdf,
76,2015,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2015.pdf,
76,2014,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2014.pdf,
76,2013,https://www.law.umich.edu/careers/classstats/Documents/ABASummaryClassof2013.pdf,
76,2012,https://www.law.umich.edu/careers/classstats/Documents/MichiganLawABASummaryClass2012.pdf,
76,2011,https://www.law.umich.edu/careers/classstats/Documents/MLSABAEmploymentSummary2011Grads.pdf,
76,2010,N/A,N/A
77,2016,https://www.law.msu.edu/careers/ABA_employment_summary_class_of_2016.pdf,
77,2015,https://www.law.msu.edu/careers/ABA_employment_summary_class_of_2015.pdf,
77,2014,https://www.law.msu.edu/careers/ABA%20Employment%20Summary%20Class%20of%202014.pdf,
77,2013,https://www.law.msu.edu/careers/ABA%20Employment%20Summary%20Class%20of%202013.pdf,
77,2012,https://www.law.msu.edu/careers/EmploymentSummaryClassof2012.pdf,
77,2011,https://www.law.msu.edu/careers/ABA%20EmploymentSummary-2012-5.pdf,
77,2010,https://www.law.msu.edu/careers/ABA%20EmploymentSummary-2011-3.pdf,
78,2016,http://www.law.udmercy.edu/_files/pdf/career-services/EmploymentStatistics2016.pdf,2017-09-11
78,2015,http://www.law.udmercy.edu/career-services/pdf-images/EmploymentQuestionnaireSummaryFinal2015.pdf,2017-09-11
78,2014,http://www.law.udmercy.edu/_files/pdf/career-services/2014%20Employment%20Statistics.pdf,2017-09-11
78,2013,N/A,N/A
78,2012,N/A,N/A
78,2011,N/A,N/A
78,2010,N/A,N/A
79,2016,https://law.wayne.edu/pdfs/04-11-17_employment_questionnaire_summary_2017.pdf,
79,2015,https://law.wayne.edu/pdfs/aba_employment_summary_report_for_2015_graduates.pdf,
79,2014,https://law.wayne.edu/pdfs/wayne_law_aba_employment_data_for_2014_graduates.pdf,
79,2013,https://law.wayne.edu/pdfs/class_of_2013_aba_employment_report.pdf,
79,2012,N/A,N/A
79,2011,N/A,N/A
79,2010,N/A,N/A
80,2016,https://www.cooley.edu/sites/default/files/media/docs/2017_ABA_Employment_Questionnaire_Summary_FINAL_Submitted_04072017.pdf,
80,2015,https://www.cooley.edu/sites/default/files/media/docs/2016_ABA_EQ_Summary_ALL_FINAL_Submitted04072016FINAL.pdf,
80,2014,https://www.cooley.edu/sites/default/files/media/docs/WMU_TMCLS_Placement_Summary_2014.pdf,
80,2013,N/A,N/A
80,2012,N/A,N/A
80,2011,N/A,N/A
80,2010,N/A,N/A
81,2016,https://www.law.umn.edu/sites/law.umn.edu/files/aba_2016_summary_report.pdf,
81,2015,https://www.law.umn.edu/sites/law.umn.edu/files/aba_employment_summary_for_2015_graduates.pdf,
81,2014,https://www.law.umn.edu/sites/law.umn.edu/files/2014-aba-emplyment-summary.pdf,
81,2013,N/A,N/A
81,2012,N/A,N/A
81,2011,N/A,N/A
81,2010,N/A,N/A
84,2016,https://law.olemiss.edu/assets/ABA-Employment-Summary-for-2016-Graduates.pdf,
84,2015,https://law.olemiss.edu/assets/ABA-REVISED-Employment-Questionnaire.pdf,
84,2014,https://law.olemiss.edu/assets/ABA-EmploymentSummary-Class-of-2014.pdf,
84,2013,https://law.olemiss.edu/assets/class-of-2013-for-ABA-disclosures-2.pdf,
84,2012,N/A,N/A
84,2011,N/A,N/A
84,2010,N/A,N/A
85,2016,http://law.missouri.edu/careers/files/2017/04/ABA-Employment-Questionnaire-Summary-prelim.pdf,
85,2015,https://missouri.box.com/shared/static/aiey7wr04nf6vm39njpx1ipwd8oaah4w.pdf,
85,2014,https://missouri.box.com/shared/static/zwg02bqx6oqvyzc81gjli0jhjbhu83wm.pdf,
85,2013,https://missouri.box.com/shared/static/do0phw01tca1kry7ymu29qssobntj4b3.pdf,
85,2012,https://missouri.box.com/shared/static/d6mr491ck3kc5rv978a6ibjccs9z4otb.pdf,
85,2011,https://missouri.box.com/shared/static/alc30nyahkp9vnzzwb2a6yarcoem14o8.pdf,
85,2010,N/A,N/A
86,2016,N/A,N/A
86,2015,N/A,N/A
86,2014,N/A,N/A
86,2013,N/A,N/A
86,2012,N/A,N/A
86,2011,N/A,N/A
86,2010,N/A,N/A
87,2016,http://law.slu.edu/sites/default/files/aba_required_disclosure_-_class_of_2016_employment_report.pdf,
87,2015,http://law.slu.edu/sites/default/files/aba_required_disclosure_-_class_of_2015_employment_report.pdf,
87,2014,http://law.slu.edu/sites/default/files/employmentsummary-2015_class_of_2014.pdf,
87,2013,http://law.slu.edu/sites/default/files/employmentsummary2013_.pdf,
87,2012,N/A,N/A
87,2011,N/A,N/A
87,2010,N/A,N/A
88,2016,http://law.wustl.edu/career_services/employmentdata/EmploymentSummary-2017.pdf,
88,2015,http://law.wustl.edu/career_services/employmentdata/employmentsummary-2015.pdf,
88,2014,http://law.wustl.edu/admissions/documents/EMPSummaryABAReport2015.pdf,
88,2013,N/A,N/A
88,2012,N/A,N/A
88,2011,N/A,N/A
88,2010,N/A,N/A
89,2016,https://www.umt.edu/law/files/career-services/class-of-2016-employment-report.pdf,
89,2015,https://www.umt.edu/law/files/career-services/class-of-2015-employment-report.pdf,
89,2014,https://www.umt.edu/law/files/career-services/class-of-2014-employment-report.pdf,
89,2013,https://www.umt.edu/law/files/career-services/class-of-2013-employment-report.pdf,
89,2012,https://www.umt.edu/law/files/career-services/class-of-2012-employment-report.pdf,
89,2011,https://www.umt.edu/law/files/career-services/class-of-2011-employment-report.pdf,
89,2010,N/A,N/A
90,2016,http://law.unl.edu/ABA-Employment-Summary-2016.pdf,
90,2015,http://law.unl.edu/documents/ABAEmploymentSummary2015.pdf,
90,2014,http://law.unl.edu/documents/ABAEmploymentStats.pdf,
90,2013,http://law.unl.edu/documents/career_services/aba_employment_summary2013.pdf,
90,2012,http://law.unl.edu/documents/career_services/aba_employment_summary2012.pdf,
90,2011,http://law.unl.edu/documents/career_services/aba_employment_summary_class_of_2011.pdf,
90,2010,N/A,N/A
91,2016,https://law.creighton.edu/sites/law.creighton.edu/files/2016-ABA-EmploymentQuestionnaireSummary.pdf,2017-09-09
91,2015,https://law.creighton.edu/sites/law.creighton.edu/files/UpdatedEmploymentQuestionnaireSummary-91-25062-09-26-201615-29-48.pdf,2017-09-09
91,2014,https://law.creighton.edu/sites/law.creighton.edu/files/ABASummary2014.pdf,2017-09-09
91,2013,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABA_Employment_Data_Report_2013.pdf,2017-09-09
91,2012,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABAEmploymentDataReport-2012.pdf,2017-09-09
91,2011,https://law.creighton.edu/sites/law.creighton.edu/files/media/ABAEmploymentDataReport-2011.pdf,2017-09-09
91,2010,N/A,N/A
92,2016,https://law.unh.edu/sites/default/files/media/employmentquestionnairesummary-2016.pdf,
92,2015,https://law.unh.edu/sites/default/files/media/employment_outcomes_from_aba_-_06-10-2016_15-05-08.pdf,
92,2014,https://law.unh.edu/sites/default/files/media/pdf/aba_employment_summary_for_2014_grads.pdf,
92,2013,https://law.unh.edu/sites/default/files/media/pdf/aba_employment_summary_for_2013_grads.pdf,
92,2012,N/A,N/A
92,2011,N/A,N/A
92,2010,N/A,N/A
95,2016,http://law.shu.edu/Admissions/upload/aba-shls-employment-summary-2016-graduates.pdf,
95,2015,http://law.shu.edu/Admissions/upload/aba-shls-employment-summary-2015-graduates.pdf,
95,2014,http://law.shu.edu/Admissions/upload/aba-shls-employment-summary-2014-graduates.pdf,
95,2013,http://law.shu.edu/Admissions/upload/ABA-Data-Placement-Summary-Class-of-2013-Seton-Hall-Law.pdf,
95,2012,http://law.shu.edu/ProspectiveStudents/upload/ABA-Employment-Summary-SHLS-Dec-17-2013.pdf,
95,2011,N/A,N/A
95,2010,N/A,N/A
96,2016,http://lawschool.unm.edu/careers/common/docs/employment-summary-2016-grads.pdf,
96,2015,http://lawschool.unm.edu/careers/common/docs/employment-summary-2015-grads.pdf,
96,2014,http://lawschool.unm.edu/careers/common/docs/employment-summary-2014-grads.pdf,
96,2013,http://lawschool.unm.edu/careers/common/docs/employment-summary-2013-grads.pdf,
96,2012,N/A,N/A
96,2011,N/A,N/A
96,2010,N/A,N/A
97,2016,http://www.albanylaw.edu/careers/employment-statistics/Documents/ABA%20Employment%20Questionnaire%20-%20Class%20of%202016.pdf,2017-09-08
97,2015,http://www.albanylaw.edu/careers/employment-statistics/Documents/Class%20of%202015%20ABA%20Summary.pdf,2017-09-08
97,2014,http://www.albanylaw.edu/careers/employment-statistics/Documents/ABA%20Employment%20Summary%20for%20Class%20of%202014.pdf,2017-09-08
97,2013,http://www.albanylaw.edu/careers/employment-statistics/Documents/ABA%20Employment%20Summary%20-%20Class%20of%202013.pdf,2017-09-08
97,2012,http://www.albanylaw.edu/about/employment/Documents/ABA%20EmploymentSummary%20-%20Class%20of%202012.pdf,2017-09-08
97,2011,N/A,N/A
97,2010,N/A,N/A
98,2016,http://www.law.buffalo.edu/content/dam/law/restricted-assets/pdf/about/es16.pdf,
98,2015,http://www.law.buffalo.edu/content/dam/law/restricted-assets/pdf/about/es15.pdf,
98,2014,http://www.law.buffalo.edu/content/dam/law/restricted-assets/pdf/about/es14.pdf,
98,2013,http://www.law.buffalo.edu/content/dam/law/restricted-assets/pdf/about/es13.pdf,
98,2012,http://www.law.buffalo.edu/content/dam/law/restricted-assets/pdf/about/es12.pdf,
98,2011,N/A,N/A
98,2010,N/A,N/A
99,2016,http://www.lawschool.cornell.edu/careers/aboutus/upload/2016-ABA-Employment-Summary.pdf,2017-09-09
99,2015,http://www.lawschool.cornell.edu/careers/aboutus/upload/2015-ABA-Graduate-Employment-Data.pdf,2017-09-09
99,2014,http://www.lawschool.cornell.edu/careers/aboutus/upload/ABA-Class-of-2014-Summary.pdf,2017-09-09
99,2013,http://www.lawschool.cornell.edu/careers/aboutus/upload/ABA_GradEmployment2013.pdf,2017-09-09
99,2012,http://www.lawschool.cornell.edu/careers/aboutus/upload/2012-Grad-Stats.pdf,2017-09-09
99,2011,http://www.lawschool.cornell.edu/careers/aboutus/upload/2011-Grad-Stats-2.pdf,2017-09-09
99,2010,http://www.lawschool.cornell.edu/careers/aboutus/upload/2010finalstats-2.pdf,2017-09-09
100,2016,https://www.brooklaw.edu/-/media/PDF/Careers/2016_ABA_Employment_Summary.pdf?la=en&hash=6E97ACF68B01856A7E166881C1BC9139DCFB835C,2017-09-09
100,2015,https://www.brooklaw.edu/-/media/PDF/Careers/2015_ABA_Employment_Summary.pdf?la=en&hash=51B6FB50C45D26609C168DC7F5FEAAE23AC2CC2E,2017-09-09
100,2014,https://www.brooklaw.edu/-/media/PDF/Careers/2014_ABA_Employment_Summary.pdf?la=en&hash=FF5B83ACF394F0AAA6C0E51DE9E11ADC891E572A,2017-09-09
100,2013,https://www.brooklaw.edu/-/media/PDF/Careers/2013_ABA_Employment_Summary.pdf?la=en&hash=BD947CAD9583E04A8CF27B7AF57BB5CE323B3091,2017-09-09
100,2012,N/A,N/A
100,2011,N/A,N/A
100,2010,N/A,N/A
101,2016,http://www.law.columbia.edu/sites/default/files/microsites/career-services/files/employmentquestionnairesummary_2017_final.pdf,2017-09-09
101,2015,http://www.law.columbia.edu/sites/default/files/microsites/careers/files/2015_aba_employment_summary.pdf,2017-09-09
101,2014,http://www.law.columbia.edu/sites/default/files/microsites/careers/files/2014_aba_employment_summary.pdf,2017-09-09
101,2013,N/A,N/A
101,2012,N/A,N/A
101,2011,N/A,N/A
101,2010,N/A,N/A
102,2016,https://www.fordham.edu/download/downloads/id/8087/class_of_2016_at_10_months.pdf,2017-09-09
102,2015,https://www.fordham.edu/download/downloads/id/5271/class_of_2015_at_10_months.pdf,2017-09-09
102,2014,https://www.fordham.edu/download/downloads/id/1166/class_of_2014_at_10_months.pdf,2017-09-09
102,2013,N/A,N/A
102,2012,N/A,N/A
102,2011,N/A,N/A
102,2010,N/A,N/A
103,2016,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2016/employment-statistics-for-the-class-of-2016.pdf,2017-09-11
103,2015,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2015/employment-statistics-for-the-class-of-2015.pdf,2017-09-11
103,2014,https://law.hofstra.edu/_site_support/files/pdf/academics/careerservices/employmentstatistics/classof2014/employment-statistics-for-the-class-of-2014.pdf,2017-09-11
103,2013,N/A,N/A
103,2012,N/A,N/A
103,2011,N/A,N/A
103,2010,N/A,N/A
104,2016,http://www.nyls.edu/about_the_school/wp-content/uploads/sites/145/2013/07/Class-of-2016-Employment-Statistics.pdf,
104,2015,http://www.nyls.edu/news-and-events/wp-content/uploads/sites/163/2016/11/EmploymentQuestionnaireSummary-2015-Graduates.pdf,
